id,nome
2530-644,Ribamar
2530-645,Ribamar
2530-646,Ribamar
2530-647,Ribamar
2530-648,Ribamar
2530-649,Ribamar
2530-650,Ribamar
2530-651,Ribamar
2530-652,Ribamar
2530-653,Ribamar
2530-654,Ribamar
2530-655,Ribamar
2530-656,Ribamar
2530-657,Ribamar
2530-658,Ribamar
2530-659,Ribamar
2530-660,Ribamar
2530-661,Ribamar
2530-662,Ribamar
2530-663,Ribamar
2530-664,Ribamar
2530-665,Ribamar
2530-666,Ribamar
2530-667,Ribamar
2530-668,Ribamar
2530-669,Ribamar
2530-670,Ribamar
2530-671,Ribamar
2530-672,Ribamar
2530-673,Ribamar
2530-674,Ribamar
2530-675,Ribamar
2530-676,Ribamar
2530-677,Ribamar
2530-678,Ribamar
2530-679,Ribamar
2530-680,Ribamar
2530-681,Ribamar
2530-682,Ribamar
2530-683,Carqueja
2530-684,Casal Caldeira
2530-685,Casal da Galharda
2530-686,Casal de São Domingos
2530-687,Feteira
2530-688,Paço
2530-689,Paço
2530-690,Paço
2530-691,Paço
2530-692,Paço
2530-693,Pena Seca
2530-694,Casais dos Arrifes
2530-695,Reguengo Pequeno
2530-696,São Bartolomeu dos Galegos
2530-697,São Bartolomeu dos Galegos
2530-698,São Bartolomeu dos Galegos
2530-699,São Bartolomeu dos Galegos
2530-700,São Bartolomeu dos Galegos
2530-701,São Bartolomeu dos Galegos
2530-702,São Bartolomeu dos Galegos
2530-703,São Bartolomeu dos Galegos
2530-704,São Bartolomeu dos Galegos
2530-705,São Bartolomeu dos Galegos
2530-706,São Bartolomeu dos Galegos
2530-707,São Bartolomeu dos Galegos
2530-708,São Bartolomeu dos Galegos
2530-709,São Bartolomeu dos Galegos
2530-710,São Bartolomeu dos Galegos
2530-711,São Bartolomeu dos Galegos
2530-712,São Bartolomeu dos Galegos
2530-713,São Bartolomeu dos Galegos
2530-714,São Bartolomeu dos Galegos
2530-715,São Bartolomeu dos Galegos
2530-716,São Bartolomeu dos Galegos
2530-717,São Bartolomeu dos Galegos
2530-718,São Bartolomeu dos Galegos
2530-719,São Bartolomeu dos Galegos
2530-720,São Bartolomeu dos Galegos
2530-721,São Bartolomeu dos Galegos
2530-722,São Bartolomeu dos Galegos
2530-723,São Bartolomeu dos Galegos
2530-724,São Bartolomeu dos Galegos
2530-725,São Bartolomeu dos Galegos
2530-726,São Bartolomeu dos Galegos
2530-727,Casal das Barrocas
2530-728,Casais de Fonte de Lima
2530-729,Casais de Pia do Mestre
2530-730,Casais de Porto Dinheiro
2530-731,Alto Félix
2530-732,Casal Vale da Cruz
2530-733,Marquiteira
2530-734,Marquiteira
2530-735,Marquiteira
2530-736,Marquiteira
2530-737,Marquiteira
2530-738,Marquiteira
2530-739,Marquiteira
2530-740,Marquiteira
2530-741,Marquiteira
2530-742,Marquiteira
2530-743,Marquiteira
2530-744,Marquiteira
2530-745,Marquiteira
2530-746,Marquiteira
2530-747,Marquiteira
2530-748,Marquiteira
2530-749,Marquiteira
2530-750,Marquiteira
2530-751,Marquiteira
2530-752,Marquiteira
2530-753,Marquiteira
2530-755,Casais do Araújo
2530-756,Casais do Araújo
2530-757,Casais do Araújo
2530-759,Casais do Araújo
2530-761,Pregança
2530-762,Pregança
2530-763,Pregança
2530-764,Ventosa
2530-765,Ventosa
2530-766,Ventosa
2530-767,Ventosa
2530-768,Casais da Falda
2530-769,Casais de São Miguel
2530-770,Casal de Vale Jameira
2530-771,Toledo
2530-772,Toledo
2530-773,Toledo
2530-774,Toledo
2530-775,Toledo
2530-776,Toledo
2530-777,Toledo
2530-778,Toledo
2530-779,Toledo
2530-780,Toledo
2530-781,Toledo
2530-782,Toledo
2530-783,Toledo
2530-784,Toledo
2530-785,Toledo
2530-786,Toledo
2530-787,Toledo
2530-788,Toledo
2530-789,Toledo
2530-790,Toledo
2530-791,Toledo
2530-792,Toledo
2530-793,Toledo
2530-794,Toledo
2530-795,Toledo
2530-796,Toledo
2530-797,Toledo
2530-798,Toledo
2530-799,Toledo
2530-800,Toledo
2530-801,Toledo
2530-802,Toledo
2530-803,Toledo
2530-804,Urbanização do Vale Vite
2530-805,Vimeiro
2530-806,Vimeiro
2530-807,Vimeiro
2530-808,Vimeiro
2530-809,Vimeiro
2530-810,Vimeiro
2530-811,Vimeiro
2530-812,Vimeiro
2530-813,Vimeiro
2530-814,Vimeiro
2530-815,Vimeiro
2530-816,Vimeiro
2530-817,Vimeiro
2530-818,Vimeiro
2530-819,Vimeiro
2530-820,Vimeiro
2530-821,Vimeiro
2530-822,Vimeiro
2530-823,Vimeiro
2530-824,Vimeiro
2530-825,Vimeiro
2530-826,Vimeiro
2530-827,Vimeiro
2530-828,Vimeiro
2530-829,Vimeiro
2530-830,Vimeiro
2530-831,Vimeiro
2530-832,Vimeiro
2530-833,Vimeiro
2530-834,Vimeiro
2530-835,Vimeiro
2530-836,Vimeiro
2530-837,Vimeiro
2530-838,Vimeiro
2530-839,Vimeiro
2530-840,Vimeiro
2530-841,Vimeiro
2530-842,Vimeiro
2530-843,Vimeiro
2530-844,Vimeiro
2530-845,Vimeiro
2530-846,Vimeiro
2530-847,Vimeiro
2530-848,Ribamar
2530-849,Ribamar
2530-850,Lourinhã
2530-851,Ribamar
2530-852,Ribamar
2530-853,Ribamar
2530-854,Ribamar
2530-855,Ribamar
2530-856,Ribamar
2530-857,Ribamar
2530-858,Ribamar
2530-859,Ribamar
2530-860,Ribamar
2530-861,Ribamar
2530-862,Ribamar
2530-863,Ribamar
2530-864,Ribamar
2530-865,Ribamar
2530-866,Ribamar
2530-867,Ribamar
2530-868,Ribamar
2530-869,Ribamar
2530-870,Ribamar
2530-871,Ribamar
2530-872,Papagovas
2530-873,Marteleira
2530-874,Reguengo Grande
2530-875,Lourinhã
2530-877,Praia da Areia Branca
2530-878,Lourinhã
2530-879,Lourinhã
2530-880,Lourinhã
2530-881,Lourinhã
2530-888,Lourinhã
2530-889,Marteleira
2530-890,Marteleira
2530-891,Miragaia
2530-892,Ribamar
2530-893,Vimeiro
2530-894,Ventosa
2530-896,Vimeiro
2530-897,Seixal
2530-898,Pregança
2530-899,Pregança
2530-900,Casais do Araújo
2530-901,Reguengo Grande
2530-902,Moita dos Ferreiros
2530-903,Atalaia
2530-904,Atalaia
2530-905,Atalaia
2530-906,Praia da Areia Branca
2530-907,Praia da Areia Branca
2530-908,Praia da Areia Branca
2530-909,Praia da Areia Branca
2530-912,Lourinhã
2530-913,Ventosa
2530-914,Nadrupe
2530-915,Moledo
2530-916,Moledo
2530-917,Moledo
2530-918,Lourinhã
2530-919,Lourinhã
2530-920,Praia da Areia Branca
2530-921,Lourinhã
2530-922,Lourinhã
2530-923,Lourinhã
2530-924,Nadrupe
2530-925,Moledo
2530-926,Ribeira dos Palheiros
2530-927,Pregança
2530-928,Ventosa
2530-929,Lourinhã
2530-930,Papagovas
2530-931,Sobral
2530-932,Marteleira
2530-933,Seixal
2530-934,Lourinhã
2530-935,Reguengo Grande
2530-936,Toxofal
2530-997,Reguengo Grande
2530-998,Moita dos Ferreiros
2530-999,Lourinhã
2540-000,Bombarral
2540-001,Barreiras
2540-002,Bombarral
2540-003,Bombarral
2540-004,Bombarral
2540-005,Bombarral
2540-006,Bombarral
2540-007,Bombarral
2540-009,Bombarral
2540-010,Bombarral
2540-011,Bombarral
2540-012,Bombarral
2540-015,Bombarral
2540-016,Bombarral
2540-017,Bombarral
2540-018,Bombarral
2540-019,Bombarral
2540-020,Bombarral
2540-021,Bombarral
2540-023,Bombarral
2540-024,Bombarral
2540-025,Bombarral
2540-026,Bombarral
2540-029,Bombarral
2540-030,Bombarral
2540-031,Bombarral
2540-032,Bombarral
2540-033,Bombarral
2540-035,Bombarral
2540-036,Bombarral
2540-037,Bombarral
2540-040,Bombarral
2540-041,Bombarral
2540-044,Bombarral
2540-045,Bombarral
2540-046,Bombarral
2540-049,Bombarral
2540-050,Bombarral
2540-052,Bombarral
2540-053,Bombarral
2540-054,Bombarral
2540-055,Bombarral
2540-056,Bombarral
2540-057,Bombarral
2540-058,Bombarral
2540-059,Bombarral
2540-060,Bombarral
2540-061,Bombarral
2540-062,Bombarral
2540-063,Bombarral
2540-064,Bombarral
2540-065,Bombarral
2540-067,Bombarral
2540-069,Bombarral
2540-070,Bombarral
2540-071,Bombarral
2540-073,Bombarral
2540-074,Bombarral
2540-075,Bombarral
2540-076,Bombarral
2540-078,Bombarral
2540-079,Bombarral
2540-080,Bombarral
2540-081,Bombarral
2540-082,Bombarral
2540-083,Bombarral
2540-084,Bombarral
2540-085,Bombarral
2540-087,Bombarral
2540-088,Bombarral
2540-089,Bombarral
2540-091,Bombarral
2540-092,Bombarral
2540-093,Bombarral
2540-094,Bombarral
2540-095,Bombarral
2540-096,Bombarral
2540-097,Bombarral
2540-098,Bombarral
2540-100,Bombarral
2540-101,Bombarral
2540-103,Bombarral
2540-104,Bombarral
2540-105,Bombarral
2540-106,Bombarral
2540-107,Bombarral
2540-109,Bombarral
2540-110,Bombarral
2540-111,Bombarral
2540-112,Bombarral
2540-113,Bombarral
2540-114,Bombarral
2540-115,Bombarral
2540-116,Bombarral
2540-117,Bombarral
2540-118,Bombarral
2540-119,Bombarral
2540-120,Bombarral
2540-121,Bombarral
2540-122,Bombarral
2540-123,Bombarral
2540-124,Bombarral
2540-125,Bombarral
2540-126,Bombarral
2540-127,Bombarral
2540-129,Bombarral
2540-130,Bombarral
2540-131,Bombarral
2540-132,Bombarral
2540-133,Bombarral
2540-135,Bombarral
2540-136,Bombarral
2540-137,Bombarral
2540-138,Bombarral
2540-139,Bombarral
2540-140,Bombarral
2540-141,Bombarral
2540-142,Bombarral
2540-143,Bombarral
2540-145,Bombarral
2540-146,Bombarral
2540-147,Bombarral
2540-148,Bombarral
2540-149,Bombarral
2540-150,Bombarral
2540-151,Bombarral
2540-152,Bombarral
2540-153,Bombarral
2540-156,Bombarral
2540-157,Vale Covo
2540-158,Barrocalvo
2540-159,Bombarral
2540-160,Bombarral
2540-163,Camarão
2540-164,Casal da Clarigueira
2540-165,Vale Covo
2540-167,Casal do Brejo
2540-168,Casal do Rosário
2540-169,Casal do Vale
2540-170,Casalinho
2540-171,Casal do Guerra
2540-172,Cintrão
2540-185,Estorninho
2540-189,Famões
2540-201,Moita Boa
2540-202,Portela
2540-216,Quinta do Sanguinhal
2540-217,Quinta Várzea Pedra
2540-218,Silveira
2540-219,Bombarral
2540-220,Bombarral
2540-221,Bombarral
2540-222,Bombarral
2540-300,Carvalhal
2540-325,Vale do Grou
2540-327,Carvalhal
2540-328,A dos Ruivos
2540-329,Barrocalvo
2540-330,Carvalhal
2540-331,Carvalhal
2540-332,Carvalhal
2540-333,Carvalhal
2540-334,Carvalhal
2540-335,Carvalhal
2540-336,Salgueiro
2540-337,Salgueirinha
2540-338,Carvalhal
2540-342,Barrocalvo
2540-344,Casal da Pedra
2540-345,Barrocalvo
2540-348,Barrolobo
2540-352,Bom Vento
2540-356,Carvalhal
2540-357,Carvalhal
2540-358,Carvalhal
2540-359,Carvalhal
2540-360,Carvalhal
2540-361,Carvalhal
2540-362,Carvalhal
2540-363,Carvalhal
2540-364,Carvalhal
2540-365,Carvalhal
2540-366,Carvalhal
2540-367,Carvalhal
2540-368,Carvalhal
2540-369,Carvalhal
2540-371,Carvalhal
2540-372,Carvalhal
2540-373,Carvalhal
2540-374,Carvalhal
2540-376,Carvalhal
2540-377,Carvalhal
2540-378,Carvalhal
2540-379,Salgueiro
2540-380,Carvalhal
2540-381,Carvalhal
2540-383,Carvalhal
2540-384,Carvalhal
2540-386,Carvalhal
2540-387,Tourinha
2540-388,Avenal
2540-389,Casal Cigano
2540-391,Casal da Barreira
2540-392,Casal da Chocolateira
2540-393,Casal da Cruz
2540-394,Casal da Eira da Pedra
2540-396,Casal da Lavandeira
2540-397,Casal da Mata
2540-398,Casal da Ramalheira
2540-402,Casal do Aniceto
2540-403,Casal do Boicelo
2540-404,Centieiro
2540-409,Casal do Frade
2540-410,Casal do Lombo
2540-411,Casal do Outeiro
2540-412,Casal do Queijo
2540-413,Casal dos Crutos
2540-415,Casal Vale D'Arcos
2540-416,Casal Vale Touro
2540-417,Quinta da Gafa
2540-418,Quinta da Granja
2540-419,Quinta da Tourinha
2540-420,Quinta de Loridos
2540-422,Rossio
2540-423,Saimouca
2540-424,Salgueiro
2540-425,Salgueiro
2540-426,Salgueiro
2540-427,Salgueiro
2540-428,Salgueiro
2540-429,Salgueiro
2540-430,Salgueiro
2540-431,Salgueiro
2540-432,Salgueiro
2540-433,Salgueiro
2540-434,Salgueiro
2540-435,Salgueiro
2540-436,Salgueiro
2540-437,Salgueiro
2540-438,Salgueiro
2540-439,Salgueiro
2540-440,Salgueiro
2540-441,Salgueiro
2540-442,Salgueiro
2540-443,Salgueiro
2540-444,Salgueiro
2540-445,Salgueiro
2540-446,Salgueiro
2540-447,Salgueiro
2540-448,Salgueiro
2540-449,Salgueiro
2540-450,Salgueiro
2540-451,Salgueiro
2540-452,Salgueiro
2540-453,Salgueiro
2540-454,Sanguinhal
2540-455,Salgueiro
2540-467,Sobral do Parelhão
2540-468,Carvalhal
2540-469,Salgueiro
2540-477,Pó
2540-478,Pó
2540-479,Pó
2540-480,Pó
2540-481,Pó
2540-482,Pó
2540-483,Pó
2540-484,Pó
2540-487,Casal da Lamarosa
2540-488,Pó
2540-489,Pó
2540-490,Pó
2540-491,Pó
2540-492,Pó
2540-493,Pó
2540-494,Pó
2540-495,Pó
2540-496,Pó
2540-497,Pó
2540-498,Pó
2540-499,Pó
2540-500,Pó
2540-501,Pó
2540-502,Pó
2540-503,Pó
2540-504,Pó
2540-505,Pó
2540-506,Pó
2540-507,Pó
2540-508,Pó
2540-509,Pó
2540-510,Pó
2540-511,Pó
2540-512,Pó
2540-513,Pó
2540-514,Pó
2540-515,Pó
2540-516,Pó
2540-517,Pó
2540-518,Pó
2540-519,Pó
2540-520,Pó
2540-521,Pó
2540-522,Pó
2540-523,Pó
2540-524,Pó
2540-525,Pó
2540-526,Pó
2540-527,Pó
2540-528,Pó
2540-529,Pó
2540-530,Pó
2540-531,Pó
2540-532,Pó
2540-533,Pó
2540-534,Azambujeira dos Carros
2540-535,Azambujeira dos Carros
2540-536,Azambujeira dos Carros
2540-537,Azambujeira dos Carros
2540-538,Azambujeira dos Carros
2540-539,Azambujeira dos Carros
2540-540,Azambujeira dos Carros
2540-541,Azambujeira dos Carros
2540-542,Roliça
2540-543,Azambujeira dos Carros
2540-544,Azambujeira dos Carros
2540-545,Azambujeira dos Carros
2540-546,Azambujeira dos Carros
2540-547,Azambujeira dos Carros
2540-548,Azambujeira dos Carros
2540-549,Azambujeira dos Carros
2540-550,Azambujeira dos Carros
2540-551,Azambujeira dos Carros
2540-552,Azambujeira dos Carros
2540-553,Baraçais
2540-554,Baraçais
2540-555,Baraçais
2540-556,Baraçais
2540-557,Baraçais
2540-558,Baraçais
2540-559,Baraçais
2540-560,Baraçais
2540-561,Baraçais
2540-562,Baraçais
2540-563,Azambujeira dos Carros
2540-564,Baraçais
2540-565,Baraçais
2540-566,Baraçais
2540-567,Baraçais
2540-568,Baraçais
2540-569,Baraçais
2540-570,Boavista
2540-571,Boavista
2540-572,Boavista
2540-573,Boavista
2540-574,Boavista
2540-575,Boavista
2540-576,Boavista
2540-577,Boavista
2540-578,Boavista
2540-579,Azambujeira dos Carros
2540-581,Casal da Baleeira
2540-582,Azambujeira dos Carros
2540-583,Azambujeira dos Carros
2540-584,Casal do Fialho
2540-585,São Mamede
2540-586,Casal do Rolão
2540-587,Columbeira
2540-588,Columbeira
2540-589,Columbeira
2540-590,Columbeira
2540-591,Baraçais
2540-592,Columbeira
2540-593,Columbeira
2540-594,Columbeira
2540-595,Columbeira
2540-596,Columbeira
2540-597,Columbeira
2540-598,Columbeira
2540-599,Columbeira
2540-600,Columbeira
2540-601,Columbeira
2540-602,Columbeira
2540-603,Columbeira
2540-604,Columbeira
2540-605,Columbeira
2540-606,Columbeira
2540-607,Columbeira
2540-608,Columbeira
2540-609,Columbeira
2540-610,Columbeira
2540-611,Azambujeira dos Carros
2540-612,Columbeira
2540-613,Delgada
2540-614,Delgada
2540-615,Delgada
2540-616,Casal Vale Fidalgo
2540-617,Delgada
2540-618,Delgada
2540-619,Delgada
2540-620,Delgada
2540-621,Delgada
2540-623,Delgada
2540-624,Delgada
2540-625,Delgada
2540-626,Delgada
2540-627,Delgada
2540-628,Delgada
2540-629,Delgada
2540-630,Delgada
2540-631,Delgada
2540-632,Delgada
2540-633,Delgada
2540-634,Delgada
2540-635,Delgada
2540-636,Delgada
2540-637,Delgada
2540-639,Delgada
2540-640,Delgada
2540-641,Delgada
2540-642,Delgada
2540-643,Delgada
2540-644,Delgada
2540-645,Delgada
2540-646,Delgada
2540-647,Delgada
2540-648,Delgada
2540-649,Delgada
2540-650,Delgada
2540-651,Delgada
2540-652,Delgada
2540-653,Delgada
2540-654,Delgada
2540-655,Delgada
2540-656,Columbeira
2540-657,Paúl
2540-658,Delgada
2540-659,Roliça
2540-660,Roliça
2540-661,Roliça
2540-662,Baraçais
2540-663,Columbeira
2540-664,Roliça
2540-665,Roliça
2540-668,Roliça
2540-670,Roliça
2540-671,Roliça
2540-672,Columbeira
2540-673,São Mamede
2540-674,Columbeira
2540-675,Columbeira
2540-676,Columbeira
2540-677,Columbeira
2540-678,Azambujeira dos Carros
2540-679,Azambujeira dos Carros
2540-680,Baraçais
2540-681,Baraçais
2540-682,Azambujeira dos Carros
2540-683,Azambujeira dos Carros
2540-684,Azambujeira dos Carros
2540-685,Columbeira
2540-686,Delgada
2540-687,Cantarola
2540-688,Casal da Cotovia
2540-689,Casal da Salgueirinha
2540-690,Casal da Tracalaia
2540-691,Casal das Pegas
2540-692,Casal do Urmal
2540-693,Casal Vale Pato
2540-694,Gamelas
2540-700,Vale Covo
2540-701,Vale Covo
2540-702,Vale Covo
2540-703,Vale Covo
2540-704,Vale Covo
2540-705,Vale Covo
2540-706,Vale Covo
2540-707,Vale Covo
2540-708,Vale Covo
2540-709,Vale Covo
2540-710,Vale Covo
2540-711,Vale Covo
2540-712,Vale Covo
2540-713,Vale Covo
2540-715,Vale Covo
2540-716,Vale Covo
2540-717,Vale Covo
2540-718,Vale Covo
2540-719,Vale Covo
2540-720,Vale Covo
2540-721,Vale Covo
2540-722,Vale Covo
2540-723,Vale Covo
2540-724,Vale Covo
2540-726,Vale Covo
2540-727,Vale Covo
2540-728,Vale Covo
2540-729,Vale Covo
2540-730,Vale Covo
2540-731,Vale Covo
2540-732,Vale Covo
2540-733,Vale Covo
2540-734,Vale Covo
2540-735,Vale Covo
2540-736,Vale Covo
2540-737,Vale Covo
2540-738,Vale Covo
2540-739,Vale Covo
2540-740,Vale Covo
2540-741,Vale Covo
2540-742,Vale Covo
2540-743,Vale Covo
2540-744,Vale Covo
2540-745,Vale Covo
2540-746,Casal da Lagoa
2540-747,Vale Covo
2540-748,Vale Covo
2540-749,Vale Covo
2540-750,Vale Covo
2540-751,Vale Covo
2540-752,Vale Covo
2540-753,Vale Covo
2540-759,Roliça
2540-760,Delgada
2540-761,Delgada
2540-762,Delgada
2540-763,Columbeira
2540-764,Delgada
2540-765,Baraçais
2540-766,Columbeira
2540-767,Roliça
2540-768,Delgada
2540-769,Roliça
2540-770,Columbeira
2540-771,Delgada
2540-772,Delgada
2540-773,Roliça
2540-774,Delgada
2540-999,Bombarral
2550-000,Cadaval
2550-005,Cadaval
2550-006,Cadaval
2550-007,Cadaval
2550-008,Cadaval
2550-009,Cadaval
2550-010,Cadaval
2550-011,Adro
2550-012,Alguber
2550-013,Casais da Serra
2550-014,Casais da Torre
2550-015,Casal Biqueira
2550-016,Corujeira
2550-017,Gouxaria
2550-018,Quinta da Boavista
2550-019,Venda do Freixo
2550-020,Venda do Marco
2550-060,Arrabalde
2550-061,Avenal
2550-062,Carvalhal da Serra
2550-063,Casal Andrés
2550-064,Casal Canago
2550-065,Cadaval
2550-066,Casal do Moinho
2550-067,Casal do Outeirinho
2550-068,Casal dos Titos
2550-069,Vilar
2550-070,Casal Fonte de Além
2550-072,Palhais
2550-073,Quinta do Gradil
2550-074,Rechaldeira
2550-075,Seixo
2550-076,Tojeira
2550-077,Vila Nova
2550-078,Vilar
2550-100,Cadaval
2550-101,Adão Lobo
2550-102,Cadaval
2550-103,Cadaval
2550-104,Cadaval
2550-105,Cadaval
2550-106,Cadaval
2550-107,Cadaval
2550-108,Cadaval
2550-109,Cadaval
2550-110,Cadaval
2550-111,Cadaval
2550-112,Cadaval
2550-113,Cadaval
2550-114,Cadaval
2550-115,Cadaval
2550-116,Cadaval
2550-117,Cadaval
2550-118,Cadaval
2550-119,Cadaval
2550-120,Cadaval
2550-121,Cadaval
2550-122,Cadaval
2550-123,Cadaval
2550-124,Cadaval
2550-125,Cadaval
2550-126,Cadaval
2550-127,Cadaval
2550-128,Cadaval
2550-129,Cadaval
2550-130,Cadaval
2550-131,Cadaval
2550-132,Cadaval
2550-133,Cadaval
2550-134,Cadaval
2550-135,Cadaval
2550-136,Cadaval
2550-137,Cadaval
2550-138,Cadaval
2550-139,Cadaval
2550-140,Cadaval
2550-141,Cadaval
2550-142,Cadaval
2550-143,Cadaval
2550-144,Cadaval
2550-145,Cadaval
2550-148,Cadaval
2550-149,Cadaval
2550-150,Cadaval
2550-151,Cadaval
2550-152,Cadaval
2550-153,Cadaval
2550-154,Cadaval
2550-155,Cadaval
2550-156,Cadaval
2550-157,Cadaval
2550-158,Cadaval
2550-159,Cadaval
2550-160,Cadaval
2550-162,Cadaval
2550-163,Cadaval
2550-164,Cadaval
2550-165,Cadaval
2550-166,Cadaval
2550-167,Cadaval
2550-168,Cadaval
2550-169,Cadaval
2550-170,Cadaval
2550-171,Cadaval
2550-172,Casal Cabreiro
2550-173,Casal da Lagoa
2550-174,Casal João Couto
2550-175,Casal Junqueira
2550-176,Casal Porrão
2550-177,Casal Vale de Arroz
2550-178,Vale Abrigo de Cima
2550-179,Cadaval
2550-180,Cadaval
2550-181,Cadaval
2550-182,Cadaval
2550-183,Cadaval
2550-184,Cadaval
2550-185,Cadaval
2550-186,Cadaval
2550-187,Cadaval
2550-201,Casal Alto do Nascente
2550-202,Casal Fonseca
2550-203,Casal Moleiros
2550-210,Cercal
2550-211,Cercal
2550-212,Cercal
2550-213,Cercal
2550-214,Cercal
2550-215,Cercal
2550-216,Cercal
2550-217,Cercal
2550-218,Cercal
2550-219,Cercal
2550-220,Cercal
2550-221,Cercal
2550-222,Cercal
2550-223,Cercal
2550-224,Cercal
2550-225,Cercal
2550-226,Cercal
2550-227,Cercal
2550-228,Cercal
2550-229,Cercal
2550-230,Cercal
2550-231,Cercal
2550-232,Cercal
2550-233,Cercal
2550-234,Cercal
2550-235,Cercal
2550-236,Cercal
2550-237,Cercal
2550-238,Cercal
2550-239,Cercal
2550-240,Cercal
2550-241,Cercal
2550-242,Cercal
2550-243,Cercal
2550-244,Cercal
2550-245,Cercal
2550-246,Cercal
2550-247,Cercal
2550-248,Espinheira
2550-249,Quinta da Bairrosa
2550-250,Quinta das Flores
2550-251,São Salvador
2550-253,Cercal
2550-302,Casal Coqueira
2550-305,Figueiros
2550-306,Palhoça
2550-307,São Gonçalo
2550-351,Boiça
2550-353,Casais da Olaria
2550-354,Casais de Montejunto
2550-355,Casal Cabreiro
2550-356,Casal da Caridade
2550-357,Casal da Serra
2550-358,Casal do Vimeiro
2550-359,Casal Valverde
2550-360,Casal Velho
2550-361,Casalinho
2550-362,Chão do Sapo
2550-363,Charco
2550-364,Correeira
2550-365,Dom Durão
2550-366,Lamas
2550-367,Montejunto
2550-368,Murteira
2550-369,Pedreiras
2550-370,Póvoa
2550-371,Pragança
2550-372,Quinta da Aguieira
2550-373,Quinta do Brigadeiro
2550-374,Rameleira
2550-375,Rampa de Pinteus
2550-376,Riba Fria
2550-377,Rochaforte
2550-378,Tramagal
2550-379,Vale Bom
2550-380,Ventosa
2550-400,Casais Gaiola
2550-401,Aboboreira
2550-402,Boiça do Louro
2550-403,Casais da Portela
2550-404,Casais do Concelho
2550-405,Casal Borralhos
2550-407,Casal Correias
2550-408,Casal Cortegana
2550-409,Casal da Galiza
2550-410,Casal da Milha
2550-411,Casal das Fontaínhas
2550-412,Casal das Portelas
2550-414,Casal do Bagucho
2550-415,Casal do Caseirão
2550-416,Casal do Cavaco
2550-417,Casal do Cesteiro
2550-418,Casal do Mosqueiro
2550-419,Casal do Ramalhal
2550-420,Casal do Simão
2550-421,Casal dos Chães
2550-422,Casal dos Currais
2550-423,Casal Forte da Luz
2550-425,Casal Galinhas
2550-426,Casarão
2550-428,Olival Fechado
2550-429,Painho
2550-441,Barreiras
2550-442,Casais do Peral
2550-443,Casal da Cruz
2550-444,Casal da Estrada
2550-445,Casal do Caniço
2550-446,Casal do Entrudo
2550-447,Casal do Melro
2550-448,Casal Vale Freixo
2550-449,Casal Vale Moinhos
2550-450,Peral
2550-451,Quinta da Murta
2550-452,Quinta de Santo António
2550-453,Quinta de São Lourenço
2550-454,Quinta do Brejo
2550-455,Quinta do Capapuço
2550-456,Quinta do Vale
2550-457,Quinta Francisco Soares
2550-458,Sobrena
2550-459,Vale do Vilão
2550-470,Casal do Forno
2550-471,Arneiros
2550-472,Casal da Arroteia
2550-473,Casal do Cabide
2550-474,Casal dos Nobres
2550-475,Casal Eduardo Mafra
2550-476,Casal Vale Freixo
2550-477,Martim Joanes
2550-478,Pêro Moniz
2550-479,Quinta da Floresta
2550-480,Quinta de São Francisco
2550-481,Vale Francas
2550-482,Casal do Pinheiro
2550-499,Vermelha
2550-500,Dagorda
2550-501,Escadinhas
2550-502,Lameiras
2550-503,Vale de Canada
2550-504,Vermelha
2550-505,Vermelha
2550-520,Casal da Boavista
2550-521,Vermelha
2550-522,Vermelha
2550-523,Vermelha
2550-524,Vermelha
2550-525,Vermelha
2550-526,Vermelha
2550-527,Vermelha
2550-528,Vermelha
2550-529,Vermelha
2550-530,Vermelha
2550-531,Vermelha
2550-532,Vermelha
2550-533,Vermelha
2550-534,Vermelha
2550-535,Vermelha
2550-536,Vermelha
2550-537,Vermelha
2550-538,Vermelha
2550-539,Vermelha
2550-540,Vermelha
2550-541,Vermelha
2550-542,Vermelha
2550-543,Vermelha
2550-544,Vermelha
2550-545,Vermelha
2550-546,Vermelha
2550-547,Vermelha
2550-548,Vermelha
2550-549,Vermelha
2550-550,Vermelha
2550-551,Vermelha
2550-552,Vermelha
2550-553,Vermelha
2550-554,Vermelha
2550-555,Vermelha
2550-556,Vermelha
2550-557,Vermelha
2550-558,Vermelha
2550-559,Vermelha
2550-560,Vermelha
2550-561,Vermelha
2550-562,Vermelha
2550-563,Vermelha
2550-564,Vermelha
2550-565,Vermelha
2550-566,Vermelha
2550-567,Vermelha
2550-568,Vermelha
2550-569,Vermelha
2550-570,Vermelha
2550-571,Vermelha
2550-572,Vermelha
2550-573,Vermelha
2550-998,Vilar
2550-999,Cadaval
2560-000,Torres Vedras
2560-001,A dos Cunhados
2560-002,A dos Cunhados
2560-003,A dos Cunhados
2560-004,A dos Cunhados
2560-005,A dos Cunhados
2560-006,A dos Cunhados
2560-007,A dos Cunhados
2560-008,A dos Cunhados
2560-009,A dos Cunhados
2560-010,A dos Cunhados
2560-011,A dos Cunhados
2560-012,A dos Cunhados
2560-013,A dos Cunhados
2560-014,A dos Cunhados
2560-015,A dos Cunhados
2560-016,A dos Cunhados
2560-017,A dos Cunhados
2560-018,A dos Cunhados
2560-019,A dos Cunhados
2560-020,A dos Cunhados
2560-021,A dos Cunhados
2560-022,A dos Cunhados
2560-023,A dos Cunhados
2560-024,A dos Cunhados
2560-025,A dos Cunhados
2560-026,A dos Cunhados
2560-027,A dos Cunhados
